15.02,74.23,53.28,97.43,20.64,92.13,12.03,43.94,19.59,89.03,67.72,24.46,44.07,71.65,96.6,83.06,89.82,47.4,25.7,77.16
36.85,86.64,99.13,34.2,50.94,81.55,17.08,20.96,66.86,99.03,63.95,59.44,63.55,50.71,30.47,21.66,52.63,39.2,7.61,23.08
19.61,20.4,23.2,90.07,76.1,98.75,7.9,38.38,85.72,46.54,67.63,44.86,64.77,69.5,95.93,53.91,43.85,81.14,1.73,7.77
20.67,76.92,96.78,87.8,83.53,98.79,32.13,5.65,27.32,71.05,2.29,58.05,98.11,40.1,38.94,93.29,32.13,34.42,80.46,85.34
60.72,18.68,69.68,25.26,23.43,80.44,91.33,24.35,13.17,88.17,58.9,66.41,89.19,28.59,71.39,28.51,90.5,57.97,32.31,1.47
78.84,15.65,28.1,38.5,42.98,8.43,38.37,47.72,45.27,36.53,65.2,4.78,3.04,86.32,13.08,61.39,22.77,93.33,79.83,76.02
52.7,9.77,16.22,21.27,63.28,29.3,80.59,54.71,25.33,66.77,51.9,46.61,27.75,53.74,93.55,88.68,73.47,41.13,65.81,80.83
7.57,46.91,88.9,99.7,50.96,17.51,91.24,71.75,43.23,46.13,59.64,10.74,83.24,68.72,84.72,54.07,40.12,31.92,31.65,92.97
62.72,28.5,26.63,20.03,87.13,38.87,77.56,51.01,67.71,80.72,94.95,20.37,26.14,73.68,77.58,27.98,4.95,76.89,12.2,84.3
18.32,78.6,67.26,16.06,37.71,46.95,22.86,77.14,46.39,39.08,93.71,59.83,51.99,89.61,57.3,59.27,20.27,22.23,48.19,92.12
47.5,15.46,10.04,89.72,7.19,14.19,68.95,9.93,67.11,26.56,38.3,69.1,9.83,41.8,13.55,40.46,52.75,15.97,89.17,60.39
76.3,76.69,94.38,14.84,62.11,56.8,26.55,22.95,6.87,69.45,75.45,16.68,72.04,33.74,16.56,20.6,7.07,79.82,75.62,19.18
88.35,54.75,96.26,90.17,37.5,38.49,6.7,96.66,13.93,43.04,64.83,2.68,10.5,6.44,33.7,30.85,72.7,13.77,50.96,74.68
71.42,52.59,72.38,39.43,61.82,28.15,96.06,93.93,84.73,19.55,88.59,76.1,13.33,67.63,99.11,70.35,62.32,29.2,25.83,60.11
99.17,39.8,27.17,23.91,46.0,13.09,17.55,7.54,16.8,41.21,82.16,6.04,49.2,88.77,98.52,77.49,60.38,58.55,91.23,44.51
5.28,56.6,29.42,89.38,51.92,75.89,74.28,75.95,36.83,14.39,32.99,43.74,31.02,76.17,34.35,98.14,4.15,44.41,68.05,26.66
60.74,36.17,55.78,54.43,6.26,95.71,72.46,97.5,6.52,70.95,64.33,70.64,39.17,91.66,85.6,45.77,24.31,78.36,21.3,12.41
49.04,93.16,32.71,54.59,82.18,91.55,64.86,50.8,23.13,41.6,76.64,3.24,23.99,80.14,36.37,70.75,64.74,51.72,90.52,34.4
79.42,22.41,90.21,68.95,81.43,46.7,16.35,63.5,51.95,9.33,10.5,29.13,85.9,89.83,99.01,31.2,84.71,79.07,55.43,90.94
15.91,43.12,97.39,98.69,94.33,24.73,15.05,30.04,15.99,82.31,30.49,54.07,35.59,38.95,79.57,94.23,7.06,91.77,17.92,73.66
6.71,62.4,23.67,96.42,21.18,78.18,76.46,32.78,67.21,99.93,70.41,28.21,86.1,16.79,25.39,70.33,9.49,50.67,98.26,72.16
3.75,56.26,1.03,53.92,64.59,58.31,45.66,13.55,15.97,65.17,11.19,10.32,36.35,68.16,86.38,73.6,53.64,34.21,55.19,4.93
30.44,3.48,88.62,41.13,42.23,72.33,64.98,37.58,68.57,49.03,27.46,8.72,37.38,95.98,91.53,39.69,77.34,33.11,59.05,12.31
27.8,23.48,82.05,21.92,11.15,35.68,18.12,87.28,63.21,98.55,76.36,54.13,49.17,54.24,62.12,67.84,4.95,10.56,92.8,67.52
6.37,95.18,62.3,26.04,70.79,36.26,57.66,2.06,98.6,42.95,20.68,11.8,5.4,69.87,25.91,9.67,44.88,7.36,17.64,53.39
34.31,58.26,48.07,52.84,22.43,98.77,2.22,51.74,78.9,9.34,74.64,15.39,55.62,83.7,21.94,35.27,6.85,3.42,84.69,3.63
34.66,96.26,71.99,29.74,11.26,56.25,77.37,22.74,93.72,49.39,1.52,64.08,85.01,85.48,65.94,79.36,15.59,22.73,98.59,32.41
48.23,85.23,92.74,2.71,28.43,49.79,17.71,66.48,83.8,54.21,64.21,73.95,23.35,11.79,3.68,32.23,11.05,90.0,61.59,59.26
76.87,50.64,98.25,74.38,10.11,65.59,84.31,55.23,12.45,30.19,59.0,72.01,52.01,53.95,76.91,1.81,86.67,63.72,31.94,71.32
6.39,40.7,35.75,33.08,68.98,43.75,18.06,89.44,21.62,45.23,69.75,10.45,26.12,74.87,79.7,26.46,34.95,7.7,73.6,88.31
59.19,2.26,34.98,71.57,53.74,69.67,41.98,86.05,43.09,26.91,62.68,31.62,20.97,17.78,64.82,44.11,54.0,4.83,2.2,20.35
84.87,74.1,38.07,71.65,83.35,38.97,21.7,97.34,95.71,6.48,80.51,84.87,68.28,73.8,44.13,90.55,75.16,90.82,18.36,67.06
44.48,10.21,68.61,99.59,24.69,76.93,25.0,6.15,34.15,87.88,19.7,47.3,19.5,14.36,97.26,48.9,36.76,51.24,97.99,96.07
31.16,13.52,83.65,69.36,17.67,13.59,42.31,8.37,32.66,11.88,87.49,24.59,10.21,22.02,11.36,61.73,79.46,29.38,79.37,20.03
46.15,86.07,30.86,48.38,82.57,57.44,92.66,38.37,27.88,83.59,62.69,40.71,28.31,80.77,45.09,3.12,43.47,49.53,3.22,57.03
14.33,92.67,3.34,19.31,56.46,46.12,84.8,26.35,88.98,1.87,8.52,99.39,40.85,97.47,27.31,8.14,49.92,42.04,5.37,63.37
90.48,20.05,70.13,28.12,17.66,19.13,81.69,60.23,45.51,22.85,72.95,49.88,26.98,63.92,89.31,40.18,21.93,31.62,53.29,37.94
92.1,56.0,49.95,53.09,81.2,61.94,9.11,35.96,47.4,27.23,78.72,81.85,80.08,97.02,14.15,73.81,48.83,39.89,71.09,82.92
44.98,82.84,16.47,23.74,37.29,18.22,63.51,94.32,83.15,24.99,86.49,81.36,60.41,75.75,87.41,21.93,88.3,79.26,87.76,68.04
89.69,21.34,55.87,81.64,2.23,22.87,70.69,58.05,9.52,12.2,89.7,39.89,12.63,66.37,99.38,96.24,88.14,6.76,51.7,76.77
12.38,55.91,89.16,51.38,54.99,63.49,44.24,66.38,65.97,80.1,32.31,62.18,51.53,76.39,2.87,43.88,14.3,26.93,15.12,52.74
66.79,52.5,83.87,16.07,11.67,14.6,28.4,11.5,80.24,20.64,55.6,6.41,6.11,40.88,17.39,19.45,83.23,44.77,87.29,61.18
29.12,55.34,86.69,32.16,52.37,51.91,69.19,63.49,19.33,13.77,79.52,49.83,49.81,57.81,9.92,45.74,33.03,52.99,71.7,65.16
65.51,78.98,42.46,95.7,25.4,92.1,96.31,93.48,61.06,34.36,68.58,31.05,93.36,20.05,37.69,25.0,17.03,17.73,70.25,11.93
9.11,75.77,2.43,21.59,4.96,20.79,29.02,36.72,18.07,14.65,20.41,86.41,94.28,68.79,79.13,64.8,73.65,18.83,91.81,65.82
15.97,92.37,89.31,86.08,54.15,97.98,37.49,61.81,31.25,91.74,53.61,36.6,28.58,54.48,51.03,66.5,6.16,93.03,37.77,59.54
8.59,42.21,29.08,28.42,60.54,32.37,1.09,16.97,35.43,32.9,89.43,8.87,41.76,95.32,67.37,4.19,55.23,19.94,71.0,27.88
90.71,76.11,81.41,16.05,39.14,74.15,46.59,69.49,22.9,88.44,26.63,90.58,99.55,41.22,11.56,42.75,43.29,60.95,39.48,32.37
87.6,4.46,60.11,68.95,86.93,98.19,13.41,40.07,71.14,49.92,27.72,52.31,29.77,15.98,7.67,38.28,30.95,9.28,89.15,26.2
37.85,99.93,99.05,93.04,32.12,96.09,94.01,54.58,49.8,24.01,21.37,69.18,93.01,14.22,10.11,39.49,85.79,50.05,96.97,46.34
43.76,99.42,94.75,4.32,30.04,90.76,4.67,48.12,38.75,51.14,83.66,10.58,97.94,79.27,12.94,6.59,84.63,28.95,95.6,2.75
42.37,69.16,91.94,19.6,8.23,35.25,63.14,91.91,66.63,82.24,21.79,87.75,20.59,87.36,73.94,17.2,36.57,88.7,53.58,34.22
53.16,62.49,73.44,35.7,10.06,83.34,18.78,24.74,52.65,78.65,20.34,63.05,42.78,11.4,58.57,37.07,69.74,39.56,86.42,64.73
28.58,83.78,68.62,37.55,21.33,30.37,88.2,58.77,46.45,21.16,44.18,68.32,38.36,81.86,28.26,38.63,85.07,85.87,16.59,64.25
77.68,49.6,36.73,45.61,44.57,78.88,56.12,85.45,69.09,8.1,90.35,50.17,15.16,60.86,99.2,41.56,48.03,90.75,75.33,71.88
75.26,15.09,87.47,33.97,4.66,33.85,58.6,20.69,36.02,55.87,78.74,15.59,91.07,5.71,99.13,12.91,53.44,87.01,71.6,45.47
24.22,99.71,7.81,13.16,28.42,31.96,39.96,56.68,1.5,96.25,98.64,64.44,79.32,32.17,90.13,10.85,71.7,28.37,39.66,87.36
47.46,52.15,59.15,10.11,74.96,4.72,57.08,75.78,9.49,99.89,84.69,45.71,54.66,84.78,97.7,73.57,82.15,99.18,11.36,98.55
51.3,5.64,55.76,19.66,22.82,16.21,52.6,94.38,96.83,85.1,3.26,22.5,99.04,65.61,14.59,79.01,21.83,8.17,9.48,96.15
37.87,9.42,76.77,90.25,8.25,88.87,16.69,5.89,9.25,84.75,16.66,34.51,60.95,67.82,92.12,21.49,56.07,20.91,76.33,3.94
35.69,61.54,41.32,36.45,21.19,71.43,32.14,44.02,88.54,23.86,37.16,24.58,94.47,98.94,2.78,71.65,59.09,89.76,43.09,86.96
93.8,49.22,84.59,55.14,35.89,95.3,20.46,41.7,84.0,61.33,65.44,62.22,83.43,22.71,48.88,66.27,77.27,92.9,43.33,37.37
4.79,17.18,22.4,25.08,66.49,8.3,35.82,24.19,70.61,87.97,93.26,49.38,4.13,29.21,38.96,82.19,35.3,14.67,88.16,27.81
41.17,96.64,85.86,81.48,31.35,59.35,67.87,61.02,24.47,10.74,18.4,62.09,48.73,72.31,69.85,81.99,76.04,77.13,5.1,96.76
71.32,87.93,22.79,17.24,12.2,83.76,57.4,70.77,42.67,37.17,36.16,76.49,8.89,79.23,98.35,48.12,39.49,43.85,15.18,98.86
22.54,49.55,25.63,64.81,12.68,18.3,65.47,16.33,3.07,12.21,84.61,41.98,51.27,62.74,79.39,51.31,60.96,52.41,15.59,30.52
17.34,41.37,71.08,28.3,8.97,82.2,96.12,5.77,3.06,64.24,1.41,73.23,46.96,64.02,98.22,10.94,16.33,89.07,84.75,71.4
89.33,71.65,49.91,70.29,8.35,88.05,89.33,94.07,2.97,30.46,37.78,50.59,82.45,7.78,35.96,91.39,59.01,16.02,32.45,36.02
18.23,9.73,14.35,45.74,26.82,84.11,50.12,51.27,3.77,69.54,94.16,53.77,76.49,2.33,79.23,47.5,1.42,32.49,15.23,35.2
96.73,83.56,64.32,69.7,88.93,86.31,90.88,23.41,79.28,16.83,66.19,38.73,46.65,90.9,94.67,19.17,9.9,54.34,73.5,11.72
47.52,73.57,26.47,45.88,46.67,11.24,18.68,69.32,15.05,81.03,11.44,55.77,34.35,49.49,94.83,13.06,88.92,69.28,35.62,49.95
63.79,68.5,67.76,57.45,72.89,55.68,19.93,53.17,8.65,31.16,39.49,71.06,91.65,10.04,7.44,4.5,8.22,64.84,19.78,28.62
61.79,20.84,22.83,55.38,4.61,28.38,76.03,44.06,75.89,24.54,80.81,23.75,54.45,33.9,53.08,69.92,69.51,74.97,83.43,70.97
24.14,87.27,96.16,36.35,3.45,63.52,28.15,86.27,21.13,95.41,68.38,23.78,51.48,91.56,20.41,49.51,94.65,78.07,46.92,39.82
63.93,74.59,67.41,28.84,71.81,94.92,3.67,2.25,32.15,12.23,53.37,93.02,64.3,37.24,45.54,82.74,17.42,22.62,42.44,15.85
5.53,98.12,57.88,35.93,54.48,3.14,77.2,81.39,49.46,9.03,37.5,74.24,65.92,52.49,86.44,97.53,67.75,26.95,39.29,79.23
57.67,34.15,56.27,89.49,56.79,96.36,39.04,74.64,8.02,28.29,80.56,2.37,90.65,4.45,65.01,82.79,64.35,63.33,83.79,50.78
18.97,47.68,62.41,41.16,86.25,79.9,86.3,95.85,37.55,38.15,75.51,77.66,32.21,20.49,88.03,93.5,47.35,57.02,54.57,87.76
11.96,46.54,93.93,48.68,69.3,79.95,5.66,90.33,33.42,88.81,48.92,2.87,82.66,2.56,4.34,99.23,64.91,90.25,96.78,17.05
33.65,88.4,91.43,67.17,25.14,62.79,13.0,59.63,38.11,35.96,79.23,57.01,27.23,29.44,14.56,37.38,82.42,37.72,47.4,52.53
88.89,80.47,16.91,39.85,71.61,65.67,29.92,59.45,46.36,89.09,90.35,10.79,3.49,46.99,25.49,34.55,26.97,94.93,22.48,89.09
39.76,28.56,12.22,70.93,15.57,52.91,2.93,97.0,78.27,4.74,62.54,93.56,17.62,49.92,99.99,83.37,31.56,82.7,39.19,60.81
22.46,69.92,58.89,79.84,24.73,55.22,14.29,24.36,67.42,52.49,81.65,16.52,51.71,75.18,2.35,42.38,57.51,16.66,41.71,8.0
66.22,9.95,89.56,68.82,16.87,79.64,59.11,38.09,61.8,69.58,4.21,82.95,87.68,57.63,79.94,45.64,90.65,62.89,60.39,87.58
47.26,46.31,54.21,3.72,72.18,73.48,14.99,16.47,77.33,7.97,80.83,10.52,18.65,71.5,79.4,27.78,13.37,7.19,57.52,71.77
5.61,34.9,47.91,27.6,10.44,28.58,75.12,62.34,16.37,55.18,19.79,76.56,19.37,95.98,29.9,42.48,82.06,92.95,62.59,50.13
18.08,82.08,27.93,40.69,83.32,95.16,82.94,15.81,65.82,37.46,13.14,19.33,6.89,92.54,45.88,48.55,75.41,30.86,58.95,85.57
97.91,32.93,47.15,34.72,62.29,32.14,82.82,85.82,35.57,12.14,42.87,78.9,67.07,46.44,38.67,61.8,51.37,71.07,89.19,51.19
1.08,65.58,99.42,97.97,60.82,21.59,25.51,27.44,88.12,58.89,38.4,44.81,37.83,58.05,18.26,32.47,48.67,48.77,63.26,2.54
56.55,46.25,53.2,27.0,12.46,26.75,27.69,21.88,96.47,88.7,14.31,9.13,15.35,86.52,65.79,56.44,68.57,73.56,98.36,74.35
9.9,14.18,28.5,61.31,10.26,78.62,32.31,9.81,44.73,4.89,9.23,5.26,34.11,99.93,93.1,28.08,27.06,91.44,76.37,50.41
50.85,5.36,45.52,50.6,34.51,29.85,98.12,50.45,89.6,62.79,74.52,3.15,16.6,35.92,65.95,70.07,53.14,34.16,76.17,93.39
87.59,18.51,35.2,95.25,1.62,12.01,15.94,46.47,55.74,18.19,27.46,89.19,5.66,11.5,62.91,46.32,34.18,24.1,44.45,70.44
6.13,77.75,28.51,65.32,27.09,62.77,6.12,31.82,40.86,58.79,35.48,13.42,27.33,53.18,26.43,95.05,25.9,51.17,30.68,12.04
95.78,43.58,51.59,72.25,91.09,2.62,77.28,64.71,71.15,1.97,57.03,74.23,98.82,20.26,60.23,24.07,59.01,22.28,10.6,86.98
90.65,90.23,1.45,2.32,17.8,63.64,88.4,86.8,56.79,87.37,64.75,29.03,38.7,71.26,49.4,95.19,1.44,41.03,77.8,11.19
70.69,98.31,82.79,71.27,19.78,95.34,45.11,80.0,77.55,1.65,73.8,87.26,14.27,17.45,6.71,25.97,78.32,89.31,11.05,9.54
36.39,21.29,96.31,48.66,46.88,11.44,92.81,46.1,32.15,58.89,62.93,68.98,16.59,69.05,10.59,29.12,83.34,37.44,46.54,90.02
30.45,8.66,80.01,56.06,49.55,44.32,67.39,3.19,97.87,77.0,84.41,52.54,79.69,1.51,15.38,66.94,57.61,29.68,23.29,14.32
39.48,28.37,27.22,13.5,71.46,15.2,98.18,8.71,88.3,74.27,91.93,19.58,17.95,83.14,87.15,58.97,30.84,67.86,87.05,22.7
66.97,75.59,36.92,22.37,99.52,45.03,29.8,13.48,31.34,69.0,66.83,15.79,85.53,92.23,47.03,12.49,46.23,67.1,74.0,62.2
18.27,21.09,76.76,33.56,37.8,67.58,68.27,91.17,23.68,63.66,81.2,86.37,6.88,67.53,53.93,9.17,74.18,50.38,49.84,13.43
24.95,8.62,15.4,66.72,83.3,94.47,26.72,58.03,53.49,35.57,41.65,5.14,97.24,36.17,76.17,81.13,42.68,91.86,37.63,24.39
11.05,6.55,26.27,14.53,80.69,5.44,72.51,86.67,59.0,55.27,15.72,35.77,62.64,7.78,57.1,66.85,37.86,18.74,81.41,21.93
19.63,9.25,12.85,59.3,81.83,60.79,4.71,34.86,63.04,37.62,49.54,50.66,8.66,67.2,97.84,12.57,72.87,70.37,36.84,54.85
60.12,38.92,15.7,22.45,11.81,65.71,1.33,80.02,74.06,25.28,82.14,61.18,70.07,8.44,67.95,78.6,46.5,31.27,86.78,7.16
60.98,54.99,5.83,48.13,1.8,66.21,96.82,20.76,45.47,91.83,47.45,94.93,84.29,59.22,61.87,18.32,75.2,28.68,25.27,80.35
9.9,18.63,68.99,25.46,39.92,56.17,32.03,22.96,71.1,10.17,28.18,13.86,96.26,19.65,7.95,48.99,36.91,38.9,59.95,59.71
56.3,52.85,66.91,92.82,86.25,98.83,43.82,19.99,45.03,85.95,95.16,57.34,84.29,90.73,68.59,72.38,80.08,18.75,94.12,32.99
43.9,42.97,75.34,44.66,23.29,38.77,79.45,56.34,4.02,53.99,3.81,42.87,99.87,25.39,1.69,84.63,84.57,27.85,44.58,98.41
62.98,16.36,8.08,12.06,31.63,18.44,51.51,86.84,85.35,19.92,51.35,27.43,11.88,14.08,66.57,62.32,60.01,32.34,16.09,34.65
74.91,17.66,65.01,93.41,41.22,82.23,30.78,14.85,88.68,20.99,84.5,17.19,87.92,93.78,32.15,64.44,62.45,78.66,43.26,68.52
43.05,20.48,8.3,8.42,59.48,82.92,76.85,44.76,96.41,40.75,1.05,72.79,63.54,29.4,27.73,19.31,19.43,20.97,36.93,5.63
49.74,62.74,10.16,38.17,88.66,43.15,96.0,22.52,91.12,14.75,64.05,88.03,81.01,92.75,84.85,54.1,26.38,83.1,79.38,10.47
10.13,31.13,32.73,49.27,47.18,23.68,64.12,87.49,3.81,6.2,57.07,29.1,99.58,21.34,86.73,57.57,69.56,19.02,59.92,22.99
76.15,92.15,33.14,65.66,14.28,45.45,72.82,44.63,71.64,19.36,38.52,84.95,29.65,92.84,71.47,21.82,26.99,51.59,28.99,81.76
23.77,88.24,97.48,70.57,27.4,49.51,6.36,47.83,21.33,68.4,67.57,95.63,54.71,58.05,45.34,43.28,87.33,56.22,49.25,27.1
66.24,96.43,75.9,60.91,69.87,55.08,21.61,34.17,80.14,97.71,93.14,66.29,94.55,72.49,83.1,66.71,19.04,70.35,97.79,77.4
39.29,98.86,34.92,15.01,20.91,71.68,51.34,69.36,57.68,93.88,41.5,55.52,20.09,19.82,19.25,24.94,48.79,56.83,43.27,86.03
6.31,56.38,85.98,39.5,21.93,88.18,7.57,87.73,12.72,5.38,9.19,35.34,86.51,18.42,22.29,83.36,77.9,18.97,19.63,97.28
41.13,44.56,45.0,86.99,77.82,75.88,72.79,35.32,15.26,40.2,83.42,43.63,96.74,31.26,66.45,67.29,6.32,86.47,93.1,60.79
5.76,91.89,38.04,96.77,91.26,62.49,93.57,7.48,20.43,9.03,18.77,53.57,69.31,75.72,71.99,67.16,69.44,21.17,16.54,46.71
69.45,22.86,53.78,52.73,26.77,65.85,36.41,72.28,77.78,98.62,74.4,23.62,29.12,5.64,79.38,34.75,76.68,56.46,98.22,76.04
58.18,60.3,59.39,20.61,13.44,15.88,46.32,98.82,98.07,83.01,80.78,95.0,81.43,73.11,72.31,89.74,55.51,38.16,87.65,24.65
47.75,26.86,35.23,16.58,96.39,68.68,52.77,42.73,62.12,72.25,49.06,63.73,93.95,2.66,89.06,12.72,86.89,31.53,31.08,78.5
87.9,17.47,20.12,66.18,29.83,16.37,91.42,28.29,55.96,21.16,72.27,55.07,84.51,49.73,42.9,6.47,43.95,24.26,24.42,26.02
92.83,88.63,44.87,55.15,1.33,77.82,76.08,73.45,28.01,73.51,96.92,29.49,90.6,19.53,32.02,17.25,67.77,73.53,90.03,36.52
61.83,63.55,54.96,99.88,87.63,68.76,96.73,85.06,62.85,17.4,6.94,28.75,97.94,45.32,80.02,66.93,53.52,47.46,29.19,75.13
40.72,60.87,89.72,54.94,12.2,71.64,72.49,88.68,34.7,89.4,83.63,58.75,48.69,71.56,38.93,12.07,89.61,30.6,96.44,42.42
18.38,44.68,3.34,2.79,51.01,33.38,15.6,15.14,14.07,55.77,36.82,6.54,82.61,40.56,61.13,68.33,52.21,10.3,97.83,76.39
27.99,25.5,69.07,33.42,4.93,12.57,15.36,11.85,3.51,44.03,6.93,31.21,64.71,60.15,40.43,54.42,80.42,52.71,55.29,82.94
93.82,83.1,24.95,87.46,67.21,26.06,41.85,11.65,61.78,93.56,93.9,28.14,82.29,78.95,53.65,45.47,15.95,70.38,53.64,73.93
18.87,90.82,36.11,15.46,73.6,4.44,48.32,34.93,33.97,16.95,80.04,97.14,20.49,25.28,94.07,82.78,57.45,80.5,33.18,51.22
31.2,83.84,88.33,25.15,5.72,36.75,74.66,9.47,42.51,67.11,59.08,6.16,18.64,50.62,90.19,79.38,16.82,66.07,67.64,86.24
13.09,31.56,84.55,76.92,98.08,67.43,44.0,8.33,82.23,33.44,36.41,77.48,68.49,58.72,98.98,72.37,1.49,79.61,14.9,14.7
85.16,9.89,39.82,17.26,36.21,69.37,85.08,30.94,11.07,39.66,74.63,56.17,20.32,95.89,35.29,42.54,6.93,51.38,53.6,11.87
83.16,68.05,28.55,7.34,2.4,37.24,32.48,47.34,22.35,73.71,99.63,2.09,51.59,69.86,41.54,3.97,99.03,84.76,63.0,20.34
55.3,84.58,21.44,24.43,71.47,25.2,70.33,9.19,67.85,40.82,55.9,48.65,49.55,12.62,48.25,20.99,9.56,21.67,31.21,98.72
48.64,35.0,68.64,58.95,97.63,40.52,32.56,15.33,16.16,96.37,57.2,89.22,90.85,73.31,86.57,22.15,11.57,91.95,17.79,34.14
84.56,51.13,34.51,95.33,14.1,46.64,56.79,65.66,64.85,4.1,83.64,20.8,43.38,10.34,7.32,48.45,54.12,32.46,73.34,79.1
67.06,86.56,70.47,25.69,96.53,12.97,35.05,70.11,64.18,96.33,14.33,32.61,3.06,2.1,58.68,50.46,64.5,35.37,94.06,56.0
8.12,3.5,54.56,38.09,50.1,5.3,11.56,57.96,87.02,12.74,88.71,56.17,74.95,13.88,75.68,49.5,78.53,34.91,85.24,36.07
46.35,68.42,87.91,80.72,82.41,49.95,50.73,43.9,71.01,55.38,99.67,37.75,7.09,9.21,83.43,59.31,84.58,13.79,27.68,43.17
75.73,14.97,54.6,87.9,70.94,39.64,81.38,90.53,13.41,36.1,84.08,50.64,9.28,52.65,24.34,36.45,66.34,89.69,12.32,26.46
4.32,15.85,57.75,40.84,28.37,3.11,88.36,30.31,6.26,66.92,44.41,40.97,6.81,66.51,77.98,88.65,46.29,98.06,75.5,45.06
38.84,57.67,98.52,95.59,78.45,77.19,58.09,46.99,72.19,71.15,70.17,95.48,91.69,10.44,54.33,62.54,33.13,84.09,59.35,60.39
96.23,17.57,60.45,95.17,69.05,26.93,33.24,37.2,45.87,67.47,3.23,79.2,80.24,79.39,13.64,67.91,63.87,65.61,81.59,29.34
12.07,67.03,43.51,78.18,88.97,12.21,19.23,38.41,65.84,4.15,35.56,65.63,99.05,80.05,42.8,27.68,57.25,97.87,87.49,85.29
85.27,5.03,18.45,81.72,40.92,90.72,36.12,48.9,4.06,88.66,91.68,47.16,59.47,87.77,15.68,86.73,22.57,73.26,73.77,18.73
46.83,19.62,41.66,96.66,66.29,5.97,14.05,25.77,11.99,25.92,65.55,7.92,55.26,46.1,4.13,8.36,85.77,73.1,3.88,97.32
63.94,5.29,54.39,44.72,76.42,4.36,17.94,46.34,92.18,91.63,78.14,97.45,45.81,78.39,38.05,54.18,72.77,87.23,53.35,18.04
58.35,84.62,26.41,42.64,9.8,55.34,19.45,47.93,68.33,66.08,47.88,98.31,39.12,59.19,79.4,95.59,9.68,93.22,57.96,74.64
73.9,28.44,3.65,21.39,26.15,39.72,88.29,27.63,65.46,85.16,33.99,75.01,89.56,32.25,4.75,11.25,16.38,46.94,23.37,9.22
90.65,42.03,32.82,41.02,76.75,98.78,58.96,13.87,95.92,35.66,95.82,11.53,32.45,31.58,62.24,75.98,85.73,74.73,3.6,60.19
15.64,64.94,22.95,29.05,90.51,98.28,55.41,60.0,1.03,88.15,7.19,57.48,3.58,31.95,25.87,25.92,36.18,16.14,30.18,79.39
20.82,13.25,78.39,19.18,98.95,29.78,30.05,44.45,21.01,39.79,22.51,87.52,39.93,97.85,69.52,69.09,5.5,74.81,7.42,66.42
6.05,88.47,42.61,49.18,63.4,16.66,35.21,5.01,34.96,25.3,24.08,25.57,3.2,75.16,60.92,68.18,22.2,29.8,80.57,87.17
97.68,14.68,22.95,38.19,38.11,58.89,89.18,76.93,72.87,16.15,1.28,58.01,13.74,67.12,28.92,94.24,77.49,12.06,58.61,63.43
37.52,30.08,94.53,56.69,50.27,68.96,4.72,7.23,87.51,85.09,1.04,66.52,68.15,57.1,79.37,30.8,77.72,45.06,17.65,52.96
1.83,74.69,49.86,78.91,91.39,30.48,56.76,5.04,58.79,7.85,69.7,12.47,76.72,73.88,50.2,64.94,85.37,30.3,73.76,82.23
90.22,11.78,84.87,56.78,13.33,43.27,34.9,47.19,90.6,2.42,9.82,41.51,10.84,50.21,7.98,28.83,37.73,10.06,52.72,56.22
